Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
4,0,3,2,18.7,35.9,28.5,17,992102,716382,143340,17409,10275,115656,132380,28326,35024,25291,5060,615,363,4083,4673,257837,181125,46504,33976,12528,30208,14082,16126,8387,5736,2651,152,2499,30742,31577,6453,3
4,0,6,5,29.9,37.1,21.5,11.6,805984,467653,223922,29119,10349,184454,114409,30016,26852,15580,7460,970,345,6145,3812,442790,311142,86913,65617,21296,44735,6557,38178,11611,8760,2851,258,2593,38135,35518,14723,1
4,0,6,6,28.9,36.9,20.7,13.5,670681,356043,194894,20626,10474,163794,119744,25108,26712,14180,7762,821,417,6524,4769,310523,196492,53759,39547,14212,60272,29139,31133,9138,6523,2615,532,2083,33982,30123,14946,1
4,0,7,8,28.9,35.9,21.2,14.1,719219,382549,218613,24645,10646,183322,118057,26069,27589,14674,8386,945,408,7032,4529,449165,333372,89117,65836,23281,26676,-241,26917,13006,10139,2867,176,2691,34535,32880,10003,0
4,0,1,1,37,36.1,17.9,9,769844,450565,214750,26110,10809,177831,104529,28774,26755,15659,7463,907,376,6180,3633,355613,247337,67235,49356,17879,41041,6337,34704,10222,7214,3008,290,2718,34789,34286,12768,0
4,0,6,4,28,30.4,23.9,17.6,801166,469403,178629,16661,11182,150786,153134,29723,26954,15793,6010,561,376,5073,5152,352125,235554,67708,51031,16677,48863,3535,45328,10627,7174,3453,215,3238,33135,32834,13999,5
4,0,6,3,33.3,37.2,18,11.5,733686,391701,229013,29193,11354,188466,112972,27360,26816,14317,8370,1067,415,6888,4129,351511,248761,65562,47918,17644,37188,6570,30618,10165,7840,2325,277,2048,34581,31730,14950,0
4,0,1,1,29.8,33.1,21.4,15.6,1002245,571614,230666,17185,11394,202087,199965,29542,33926,19349,7808,582,386,6841,6769,363028,246785,64255,46748,17507,51988,4770,47218,12042,7455,4587,260,4327,30147,33103,10912,4
4,0,6,5,30.3,33.5,24,12.1,813465,461866,223568,36949,11750,174869,128031,28058,28992,16461,7968,1317,419,6232,4563,462244,285731,82290,62965,19325,94223,58147,36076,13272,9735,3537,284,3253,34829,29351,11090,0
4,0,4,8,29.7,38.8,20.2,11.4,954900,475336,335294,38753,12128,284413,144270,35985,26536,13209,9318,1077,337,7904,4009,735237,547943,148813,104047,44766,38481,5887,32594,19184,16199,2985,239,2746,38326,33826,11870,0
4,0,4,3,16.7,33.2,34.1,16,1423958,878202,266979,31501,13313,222165,278777,50024,28465,17556,5337,630,266,4441,5573,1068050,784837,260223,196548,63675,22990,379,22611,23125,19439,3686,51,3635,46186,40374,6220,2
4,0,6,5,30.1,30.2,20.4,19.3,891730,472002,254689,44591,13387,196711,165039,32724,27250,14424,7783,1363,409,6011,5043,520528,361085,108312,82237,26075,51131,22057,29074,14817,12048,2769,321,2448,35130,29971,11877,0
4,0,6,5,35.1,35.8,17.7,11.4,1205462,687626,327763,50032,13482,264249,190073,45152,26698,15229,7259,1108,299,5852,4210,680760,451789,126647,95925,30722,102324,66506,35818,19132,15670,3462,463,2999,35582,28831,11943,1
4,0,4,5,26.5,33.6,23.2,16.8,1434661,789455,366049,47215,14208,304626,279157,44689,32103,17666,8191,1057,318,6817,6247,1014833,762730,189846,137281,52565,62257,10179,52078,26569,21530,5039,365,4674,38196,35426,11142,3
4,0,6,5,29.1,33.7,21.3,15.8,1132683,620006,285232,25029,14474,245729,227445,42947,26374,14437,6641,583,337,5722,5296,683976,475262,141959,108883,33076,66755,14219,52536,19549,15045,4504,314,4190,34988,31589,12538,3
4,0,4,5,32.1,30.3,22,15.6,1132133,652589,291838,42857,14811,234170,187706,39748,28483,16418,7342,1078,373,5891,4722,878825,629949,170620,128098,42522,78256,20376,57880,24814,19730,5084,284,4800,35416,31928,12058,10
4,0,6,3,36.7,35.1,20.2,8,1055139,601309,319918,39169,16359,264390,133912,41386,25495,14529,7730,946,395,6388,3236,538262,388889,108957,81976,26981,40416,6576,33840,15756,12028,3728,305,3423,34162,32332,9886,1
4,0,2,2,21.1,40.4,24.8,13.6,1672620,1228183,261619,28987,16768,215864,182818,51908,32223,23661,5040,558,323,4159,3522,514436,372575,101123,76224,24899,40738,-553,41291,14626,10301,4325,166,4159,35173,36169,9928,0
4,0,6,5,29.7,37.1,18.8,14.4,1418852,814190,378801,57133,17839,303829,225861,48601,29194,16753,7794,1176,367,6251,4647,934955,687709,186036,137268,48768,61210,-434,61644,24469,19718,4751,573,4178,38210,34877,14754,1
4,0,7,8,35.2,33,21.8,10,1026763,576019,289942,45292,18078,226572,160802,42089,24395,13686,6889,1076,430,5383,3821,688137,481693,134939,101050,33889,71505,36796,34709,19800,15602,4198,501,3697,34754,30874,9388,0
4,0,3,2,38.9,35.4,18.5,7.2,893521,544885,246708,35178,18135,193395,101928,39888,22401,13660,6185,882,455,4848,2555,491637,360903,91415,65075,26340,39319,10768,28551,13584,11111,2473,268,2205,36192,32482,12948,0
4,0,3,2,13.2,34.2,38,14.5,1803822,1080678,310627,57101,18436,235090,412517,67061,26898,16115,4632,851,275,3506,6151,2319755,1680363,613839,465647,148192,25553,667,24886,39491,35981,3510,46,3464,58741,46701,7184,1
4,0,4,5,27.4,35.4,21,16.2,1211372,652374,354410,41212,18902,294296,204588,47087,25726,13855,7527,875,401,6250,4345,792349,578711,175340,136695,38645,38298,742,37556,23187,18914,4273,131,4142,34172,30597,9067,1
4,0,2,2,24,34.8,27.4,13.8,1745252,1148183,396285,38508,20914,336863,200784,63874,27323,17976,6204,603,327,5274,3143,703253,476954,121993,88301,33692,104306,9992,94314,20023,14629,5394,230,5164,35122,32603,18264,3
4,0,6,6,31.9,35.5,20.8,11.7,1713358,1109903,358413,39109,21571,297733,245042,60052,28531,18482,5968,651,359,4958,4080,853961,651418,168444,123882,44562,34099,20402,13697,24650,19385,5265,705,4560,34643,33604,3004,10
4,0,4,5,22.1,29.7,22.8,25.4,1763990,1080881,382591,50621,22089,309881,300518,68598,25715,15757,5577,738,322,4517,4381,1042861,762283,212164,160664,51500,68414,10151,58263,31522,24952,6570,515,6055,33084,30550,9622,1
4,0,6,5,34.1,34.1,21.2,10.6,1454326,923041,342637,45919,23517,273201,188648,54945,26469,16799,6236,836,428,4972,3433,973426,695067,171059,120981,50078,107300,23611,83689,25059,19894,5165,660,4505,38845,34939,18577,0
4,0,3,2,17.8,29.3,29.2,23.8,2749706,1521444,546604,59046,24531,463027,681658,78946,34830,19272,6924,748,311,5865,8634,1947454,1439271,368067,267173,100894,140116,-649,140765,48220,38925,9295,34,9261,40387,36975,15200,5
4,0,2,2,33.2,35,21.7,10.2,1701390,972917,499465,51720,25140,422605,229008,68612,24797,14180,7280,754,366,6159,3338,641942,423695,126679,96107,30572,91568,13903,77665,20899,14125,6774,444,6330,30716,29996,12269,3
4,0,1,1,26.7,36,26.4,10.9,1848405,1255447,357281,45600,26563,285118,235677,68548,26965,18315,5212,665,388,4159,3438,725962,537917,134481,97063,37418,53564,10376,43188,23743,16079,7664,338,7326,30576,33455,5895,2
4,0,4,3,27,33.7,21.3,18,1926835,1149558,475810,69983,28640,377187,301467,66422,29009,17307,7163,1054,431,5679,4539,1578405,1190204,301384,215009,86375,86817,-675,87492,38729,31408,7321,197,7124,40755,37895,12281,4
4,0,1,1,32.2,34.7,20.6,12.5,1714697,960600,492058,74680,29238,388140,262039,64135,26736,14978,7672,1164,456,6052,4086,1013278,740954,200455,149103,51352,71869,-1932,73801,29109,22612,6497,270,6227,34810,32768,11852,3
4,0,1,1,26.5,35.6,24.8,13,2450850,1612781,481509,57254,30701,393554,356560,83353,29403,19349,5777,687,368,4722,4278,993406,707890,179585,129832,49753,105931,12156,93775,27949,20356,7593,397,7196,35544,34775,13032,14
4,0,2,2,12.1,25.8,30.2,32,4773663,3353156,625559,47102,30828,547629,794948,121050,39435,27701,5168,389,255,4524,6567,1509504,1061239,261549,186985,74564,186716,1004,185712,45395,31594,13801,141,13660,33253,33590,13595,15
4,0,1,1,7.6,24,32.2,36.2,4714508,3306739,559824,35820,31545,492459,847945,105493,44690,31346,5307,340,299,4668,8038,2055180,1551369,360286,252987,107299,143525,888,142637,55402,39437,15965,117,15848,37096,39338,9000,26
4,0,1,1,17.6,29.4,29.7,23.4,2496101,1644538,492142,67365,31903,392874,359421,84625,29496,19433,5816,796,377,4643,4247,1620078,1247463,282498,195234,87264,90117,342,89775,41547,31183,10364,89,10275,38994,40005,8737,23
4,0,3,2,22.3,30.6,27.4,19.7,3157195,1866414,671174,94371,32987,543816,619607,107583,29347,17349,6239,877,307,5055,5759,2422150,1833436,521190,385578,135612,67524,5696,61828,65134,54617,10517,374,10143,37187,33569,6096,0
4,0,3,2,19,21.6,19.6,39.8,2938375,1688352,579244,83537,34940,460767,670779,116843,25148,14450,4957,715,299,3943,5741,3500858,2657564,740241,564016,176225,103053,-387,103440,83629,71586,12043,80,11963,41862,37124,8647,21
4,0,3,2,26.3,28.3,27.6,17.8,2710765,1473087,770672,142195,35794,592683,467006,94688,28628,15557,8139,1502,378,6259,4932,2595586,1969868,521821,383658,138163,103897,8035,95862,60580,52304,8276,100,8176,42846,37662,11725,0
4,0,3,2,15.7,32.4,32.2,19.8,4816982,3051241,839262,100874,37066,701322,926479,137416,35054,22204,6107,734,270,5104,6742,3729057,2775579,850256,639680,210576,103222,10,103212,75964,63626,12338,227,12111,49090,43623,8522,3
4,0,3,2,28.5,33.2,22.4,15.8,2833878,1635906,743303,83579,37323,622401,454669,96383,29402,16973,7712,867,387,6458,4717,2056988,1489954,379852,274887,104965,187182,8019,179163,49708,40382,9326,468,8858,41381,36896,20226,6
4,0,3,2,37,29,21.1,12.8,2663779,1607419,606534,84472,39900,482162,449826,101009,26372,15914,6005,836,395,4773,4453,2699864,2077473,491393,341281,150112,130998,1953,129045,64074,55845,8229,364,7865,42137,37201,16408,5
4,0,1,1,28.2,34.2,23.5,14.1,2815872,1803122,608883,77323,40801,490759,403867,99807,28213,18066,6101,775,409,4917,4046,1683423,1245177,324151,235562,88589,114095,22923,91172,43528,33336,10192,405,9787,38674,37352,9316,8
4,0,1,1,28.9,34.2,20.3,16.5,3197012,1986654,700367,92928,41061,566378,509991,110433,28950,17990,6342,841,372,5129,4618,1921860,1418936,366927,268116,98811,135997,25092,110905,52333,39282,13051,848,12203,36724,36122,9088,8
4,0,1,1,25.3,34.7,25.4,14.5,2643633,1733265,564929,86929,41197,436803,345439,99494,26571,17421,5678,874,414,4390,3472,1079955,803550,219294,163061,56233,57111,-287,57398,32511,21458,11053,246,10807,33218,37448,5311,7
4,0,1,1,18.4,32.8,28.2,20.6,4377726,3133191,652603,79665,43248,529690,591932,125501,34882,24965,5200,635,345,4221,4717,1542120,1157199,299407,218484,80923,85514,2940,82574,47803,33380,14423,336,14087,32260,34667,5862,14
4,0,1,1,19.2,39.1,26.5,15.2,4024840,3015054,594924,68529,48876,477519,414862,140761,28593,21420,4226,487,347,3392,2947,932265,668475,173713,127368,46345,90077,3093,86984,32733,21250,11483,141,11342,28481,31458,7669,1
4,0,1,1,18.9,34.6,27.3,19.2,3811741,2688164,675954,94811,50174,530969,447623,131292,29033,20475,5148,722,382,4044,3409,1726888,1338462,329074,234674,94400,59352,-154,59506,56376,40740,15636,105,15531,30632,32854,3831,9
4,0,1,1,14.3,23.5,27.6,34.6,7724892,6125342,630107,40370,51777,537960,969443,171993,44914,35614,3664,235,301,3128,5637,3810063,2577590,546979,368348,178631,685494,8545,676949,78447,58075,20372,247,20125,48569,44384,33637,68
4,0,3,2,22.8,31.7,24.2,21.3,5103424,2924891,1262819,187802,52492,1022525,915714,155154,32893,18852,8139,1210,338,6590,5902,4399208,3272085,797264,564841,232423,329859,-26,329885,107379,86554,20825,96,20729,40969,37804,15914,11
4,0,2,2,21.1,28.2,30.4,20.3,6320665,3452767,1411674,219040,60050,1132584,1456224,188796,33479,18288,7477,1160,318,5999,7713,5276819,4043654,1061901,772402,289499,171264,62,171202,123588,103522,20066,29,20037,42697,39061,8544,7
4,0,3,2,29.5,29.6,22.2,18.7,5411867,3388686,1019047,118492,60152,840403,1004134,178503,30318,18984,5709,664,337,4708,5625,3738374,2883278,678045,487508,190537,177051,7246,169805,91963,73485,18478,605,17873,40651,39236,9501,17
4,0,1,1,15.8,34.3,30.4,19.5,6132128,4359761,960371,122241,67548,770582,811996,199622,30719,21840,4811,612,338,3860,4068,2355530,1815818,462133,334749,127384,77579,973,76606,76669,50956,25713,230,25483,30723,35635,3006,8
4,0,2,2,22,29.6,29.7,18.7,5913855,3286152,1537936,239793,69010,1229133,1089767,198489,29794,16556,7748,1208,348,6192,5490,6537490,4832168,1392304,1035651,356653,313018,-115,313133,132787,116879,15908,115,15793,49233,41343,19827,6
4,0,1,1,15.6,27.3,30.2,27,7621819,5694991,939954,70594,69504,799856,986874,212232,35913,26834,4429,333,327,3769,4650,2459735,1720093,409399,290003,119396,330243,4194,326049,79993,48858,31135,351,30784,30749,35206,10592,41
4,0,2,2,19.8,26.9,28.3,25,9650513,5994206,1750081,200763,82288,1467030,1906226,262122,36817,22868,6677,766,314,5597,7272,7911591,5982208,1513105,1078360,434745,416278,2765,413513,173708,145502,28206,23,28183,45545,41114,14672,9
4,0,1,1,19.9,31.9,31.5,16.6,6285498,4128690,1426214,301525,112381,1012308,730594,260067,24169,15875,5484,1159,432,3892,2809,6744303,5238021,1345114,992726,352388,161168,-564,161732,148066,120834,27232,32,27200,45549,43349,5946,2
4,0,1,1,11.2,20.8,28.3,39.8,27964197,20257116,3136324,339560,243815,2552949,4570757,684776,40837,29582,4580,496,356,3728,6675,20677739,16211775,3387599,2272719,1114880,1078365,1616,1076749,428014,323706,104308,94,104214,48311,50082,10332,137
4,0,1,1,12.7,22,31.2,34.1,25351130,18994030,3076164,442094,267755,2366315,3280936,796276,31837,23854,3863,555,336,2972,4120,19145943,14900658,3148347,2120553,1027794,1096938,3558,1093380,437958,322813,115145,140,115005,43716,46159,9507,256
4,0,1,1,14.9,20.3,28.4,36.3,25359047,17225060,3652166,584101,275430,2792635,4481821,690658,36717,24940,5288,846,399,4043,6489,19802741,15071332,3417021,2345475,1071546,1314388,4,1314384,410437,307707,102730,24,102706,48248,48979,12798,215
4,0,1,1,16,19.4,23.3,41.4,52875079,37454269,4840315,770320,353101,3716894,10580495,905511,58393,41363,5345,851,390,4105,11685,64976942,46041331,9265776,6157296,3108480,9669835,357,9669478,906539,748540,157999,150,157849,71676,61508,61258,374
4,0,5,8,16.7,29.7,34.1,19.4,2335793,1394930,448319,44428,38067,365824,492544,66518,35115,20971,6740,668,572,5500,7405,1575609,1121364,260044,178810,81234,194201,-6714,200915,40461,29469,10992,562,10430,38941,38052,19263,1
4,0,5,8,15.4,31.4,31.1,22.1,5710062,3144204,1325144,222373,104297,998474,1240714,183629,31096,17123,7216,1211,568,5437,6757,3533925,2457579,607792,429326,178466,468554,25252,443302,96014,67017,28997,3680,25317,36806,36671,17510,12
4,0,2,2,15.2,27.8,29.2,27.9,42616645,27768364,5653875,684910,331356,4637609,9194406,943177,45184,29441,5995,726,351,4917,9748,31258917,22237573,6039986,4332563,1707423,2981358,64345,2917013,598479,498557,99922,736,99186,52231,44604,29410,43
4,0,9,12,17.2,44.4,25,13.4,162272,81841,42578,3208,1004,38366,37853,5119,31700,15988,8318,627,196,7495,7395,73606,43418,12907,9541,3366,17281,9196,8085,2769,1521,1248,567,681,26582,28546,11872,0
4,0,9,12,15.5,41.4,31.1,12,148274,82240,37741,2523,1157,34061,28293,4047,36638,20321,9326,623,286,8416,6991,74262,38412,11705,8860,2845,24145,18267,5878,2337,1461,876,446,430,31777,26292,13670,0
4,0,8,7,17.5,44.8,25.5,12.3,229114,135132,49091,2731,1697,44663,44891,6136,37339,22023,8000,445,277,7279,7316,111221,53493,15650,11380,4270,42078,27909,14169,3270,1906,1364,533,831,34013,28066,17051,0
4,0,8,6,15,42.4,28.7,14,330107,220145,64445,4503,1842,58100,45517,7453,44292,29538,8647,604,247,7796,6107,220205,101506,26945,18933,8012,91754,48598,43156,4348,3056,1292,373,919,50645,33215,46960,0
4,0,8,7,15,43.2,28.1,13.6,280735,166155,56664,3263,1947,51454,57916,7090,39596,23435,7992,460,275,7257,8169,202514,119787,32723,23536,9187,50004,32995,17009,5062,3611,1451,463,988,40007,33173,17216,0
4,0,9,12,16.1,45.9,25.9,12.1,198304,104342,54040,4400,1962,47678,39922,6393,31019,16321,8453,688,307,7458,6245,97020,54300,18084,13808,4276,24636,11358,13278,3485,2038,1447,640,807,27839,26644,16454,4
4,0,9,10,16.7,46.6,24.7,12,209648,125849,49939,3858,2054,44027,33860,6355,32989,19803,7858,607,323,6928,5328,109056,54633,15994,11794,4200,38429,27532,10897,3383,1945,1438,600,838,32236,28089,13004,0
4,0,7,9,18.9,37.6,30,13.4,230140,147011,42756,2621,2221,37914,40373,6509,35357,22586,6569,403,341,5825,6203,138777,70495,20002,14453,5549,48280,21266,27014,3515,2410,1105,454,651,39481,29251,41496,0
4,0,9,10,14.6,38.1,31.9,15.4,371912,218362,85523,4703,2248,78572,68027,9684,38405,22549,8831,486,232,8114,7025,178594,92858,27245,20228,7017,58491,34419,24072,5487,3408,2079,660,1419,32549,27247,16964,0
4,0,9,10,13.4,39.9,31.8,15,292814,184251,61013,3770,2258,54985,47550,7395,39596,24916,8251,510,305,7435,6430,187258,85214,25006,18208,6798,77038,53666,23372,4396,2904,1492,577,915,42597,29344,25543,0
4,0,6,6,13.4,45.9,25.3,15.3,471694,284946,95508,5763,2315,87430,91240,12165,38775,23423,7851,474,190,7187,7500,303814,182362,53397,38921,14476,68055,37085,30970,8284,6226,2058,712,1346,36675,29290,23009,0
4,0,2,2,16.8,36.6,30.3,16.3,681180,401890,191872,7377,2351,182144,87418,15056,45243,26693,12744,490,156,12098,5806,247046,140493,42222,31552,10670,64331,39251,25080,6330,4344,1986,390,1596,39028,32342,15714,1
4,0,9,12,18.3,41.5,25.1,15.1,214783,116388,63250,6802,2427,54021,35145,8506,25251,13683,7436,800,285,6351,4132,97124,62433,18983,13967,5016,15708,4876,10832,4266,2582,1684,590,1094,22767,24180,9901,0
4,0,8,6,21.3,38.3,26.1,14.2,400937,260346,66345,4183,2515,59647,74246,11557,34692,22527,5741,362,218,5161,6424,223027,115173,33658,25025,8633,74196,36812,37384,6503,4021,2482,826,1656,34296,28643,22575,0
4,0,2,2,15,44.1,28.2,12.7,555846,362027,117395,8199,2628,106568,76424,14972,37126,24180,7841,548,176,7118,5104,238483,128375,35831,25903,9928,74277,40996,33281,6774,4236,2538,661,1877,35206,30306,17731,1
4,0,8,7,12.2,48.4,28.2,11.2,272949,169099,55105,3592,2711,48802,48745,7676,35559,22030,7179,468,353,6358,6350,147568,82951,23268,16452,6816,41349,19848,21501,4449,2935,1514,604,910,33169,28263,23627,0
5,0,7,9,4.6,33.4,35.2,26.8,316884,177500,57024,2460,3119,51445,82360,8587,36903,20671,6641,286,363,5991,9591,172663,114184,32328,21048,11280,26151,-5036,31187,5916,3539,2377,293,2084,29186,32264,14965,2
5,0,9,12,9.5,28.9,42.4,19.2,375917,227533,82999,4799,3443,74757,65385,11667,32221,19502,7114,411,295,6408,5604,241812,163028,47849,31040,16809,30935,970,29965,6750,4572,2178,584,1594,35824,35658,18799,1
5,0,9,10,3.8,37.3,33.6,25.4,465612,339631,40873,1553,3459,35861,85108,10254,45408,33122,3986,151,337,3497,8300,484235,336276,70807,41025,29782,77152,-3831,80983,8157,5974,2183,304,1879,59364,56290,43099,1
5,0,6,6,9.7,36.5,35.7,18.2,562136,386835,88882,6227,3996,78659,86419,13821,40673,27989,6431,451,289,5691,6253,391752,264497,69753,43874,25879,57502,-6501,64003,8203,5993,2210,362,1848,47757,44134,34634,1
5,0,7,9,9.1,33.9,36.2,20.9,619471,404502,100568,7529,5453,87586,114401,15849,39086,25522,6345,475,344,5526,7218,429077,292322,90397,60936,29461,46358,-4139,50497,9599,7217,2382,241,2141,44700,40505,23586,2
5,0,4,5,3.8,16.1,30.3,49.8,1249041,770918,197070,10814,7070,179186,281053,36433,34283,21160,5409,297,194,4918,7714,858586,606682,180970,122382,58588,70934,-3122,74056,22700,17995,4705,394,4311,37823,33714,17178,15
5,0,7,8,8.2,37.4,37,17.4,814340,591077,119055,9839,8216,101000,104208,21093,38607,28022,5644,466,390,4788,4940,614725,434981,109864,68071,41793,69880,-392,70272,12791,9978,2813,305,2508,48059,43594,28019,2
5,0,7,9,7.1,31.3,41.1,20.5,601078,359108,107923,6317,8426,93180,134047,18094,33220,19847,5965,349,466,5150,7408,360237,256122,72404,48529,23875,31711,73,31638,9833,6496,3337,525,2812,36636,39428,11251,0
5,0,7,11,4.9,27.5,35.3,32.2,1139392,660893,214142,12222,8789,193131,264357,28248,40335,23396,7581,433,311,6837,9358,778658,519570,137278,87732,49546,121810,-84,121894,20280,14086,6194,737,5457,38395,36886,22337,3
5,0,7,8,4.9,13,28,54.1,3088147,1054908,99542,3965,13991,81586,1933697,21295,145017,49538,4674,186,657,3831,90805,1268470,696557,149466,77984,71482,422447,264,422183,26308,17600,8708,129,8579,48216,39577,49211,25
5,0,7,8,4.7,23.7,40.3,31.3,1481624,721246,209632,11701,14188,183743,550746,29123,50875,24766,7198,402,487,6309,18911,763742,526508,140960,87787,53173,96274,-6482,102756,19595,13791,5804,603,5201,38976,38178,19757,3
5,0,7,8,8.9,31.7,36.1,23.3,1445174,856519,320928,27018,16218,277692,267727,40195,35954,21309,7984,672,403,6909,6661,944098,654513,175759,112347,63412,113826,5790,108036,24428,17735,6693,1251,5442,38648,36905,19852,4
5,0,5,8,8.7,33.5,35.5,22.2,1883526,1419528,223528,14063,17445,192020,240470,43569,43231,32581,5130,323,400,4407,5519,1772040,1305789,303073,184049,119024,163178,-2913,166091,29291,25071,4220,225,3995,60498,52084,41575,7
5,0,5,8,8.7,35.7,37.1,18.5,2334683,1830271,194164,12539,18802,162823,310248,46233,50498,39588,4200,271,407,3522,6711,2394508,1655876,357929,208439,149490,380703,-10312,391015,36344,29759,6585,661,5924,65885,55643,66005,3
5,0,3,2,6.8,25.3,39.3,28.7,3955192,2419749,679150,49154,32339,597657,856293,92219,42889,26239,7365,533,351,6481,9285,2871712,2001070,593693,390620,203073,276949,21391,255558,61441,48730,12711,898,11813,46739,41064,21634,9
5,0,3,2,7.8,29.4,40,22.8,3745140,2526172,509322,39286,33705,436331,709646,75456,49633,33479,6750,521,447,5783,9405,2867423,1799481,406264,235377,170887,661678,-2802,664480,51833,40075,11758,358,11400,55320,44903,58288,2
