Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
1,1,7,9,34.3,35.2,18.1,12.4,415598,239550,110279,14419,1000,94860,65769,17109,24291,14001,6446,843,58,5544,3844,227988,146333,43514,35278,8236,38141,17126,21015,6115,4933,1182,184,998,37283,29664,21057,0
10,1,3,2,18,36.2,25.9,19.9,4643079,2805229,1293079,153916,7436,1131727,544771,128735,36067,21791,10045,1196,58,8791,4232,2364586,1613068,456686,356664,100022,294832,2942,291890,60732,45338,15394,894,14500,38935,35579,20130,3
9,1,6,5,15,33.1,32.6,19.4,1308393,766795,344810,50435,1993,292382,196788,39126,33440,19598,8813,1289,51,7473,5030,764878,485606,142644,113717,28927,136628,29421,107207,18784,14259,4525,526,3999,40720,34056,26808,0
5,1,7,9,31.8,30.1,25.3,12.9,291825,146890,112804,23593,3241,85970,32131,11481,25418,12794,9825,2055,282,7488,2799,138931,78138,21545,15497,6048,39248,16444,22804,4605,2925,1680,500,1180,30170,26714,19325,0
0,1,9,10,38.6,36.7,15.3,9.4,241763,134220,78929,14518,1800,62611,28614,10258,23568,13084,7694,1415,175,6104,2789,120075,60935,18174,14395,3779,40966,17942,23024,3940,2709,1231,377,854,30476,22494,26960,0
3,1,8,7,29.2,38.3,23.3,9.1,425400,255828,118819,13231,1177,104411,50753,16345,26026,15652,7269,809,72,6388,3105,186792,103484,29012,21194,7818,54296,35895,18401,5338,3459,1879,635,1244,34993,29917,14792,0
10,1,7,9,31.8,30.1,25.3,12.9,338147,163258,131881,23734,613,107534,43008,10939,30912,14924,12056,2170,56,9830,3932,138504,85913,23291,16647,6644,29300,9011,20289,4890,2872,2018,478,1540,28324,29914,13175,0
8,1,6,4,22.2,38.2,25.2,14.4,1055834,619962,315278,50907,4896,259475,120594,34403,30690,18021,9164,1480,142,7542,3505,639823,400401,96847,66024,30823,142575,39876,102699,16136,11733,4403,620,3783,39652,34126,27148,0
8,1,2,2,21.2,37.9,25.1,15.8,881393,559784,195167,23455,1595,170117,126442,22420,39313,24968,8705,1046,71,7588,5640,348285,203636,54515,39697,14818,90134,37923,52211,9038,6085,2953,327,2626,38536,33465,19882,0
10,1,6,4,26.4,42.5,20.8,10.3,952703,636611,206986,22367,1475,183144,109106,22895,41612,27806,9041,977,64,7999,4765,269591,189872,50563,38535,12028,29156,-3554,32710,6789,4768,2021,56,1965,39710,39822,16646,0
6,1,2,2,20.7,35.2,30.8,13.3,807634,440113,276061,29803,3917,242341,91460,27392,29484,16067,10078,1088,143,8847,3339,346161,226765,56718,38488,18230,62678,281,62397,11526,8414,3112,539,2573,30033,26951,24251,0
9,1,8,7,34.4,38.2,21.3,6.1,19732,3295,9539,1944,136,7459,6898,1393,14165,2365,6848,1396,98,5355,4952,-511,6750,1923,1326,597,-9184,-9684,500,474,291,183,67,116,-1078,23196,4310,0
1,1,5,8,26.6,31.7,24.2,17.5,892210,473778,253700,32036,2012,219652,164732,33220,26858,14262,7637,964,61,6612,4959,577049,410186,91913,61062,30851,74950,2058,72892,17193,13697,3496,209,3287,33563,29947,22176,3
6,1,4,5,20.2,48.9,20.2,10.6,1939640,1167259,450866,64524,8955,377387,321515,54135,35830,21562,8329,1192,165,6971,5939,1726062,1293527,279109,197355,81754,153426,-621,154047,33334,27868,5466,100,5366,51781,46416,28708,3
10,1,5,8,21.8,35.5,24.8,17.9,964020,421074,344529,61379,1804,281346,198417,30194,31928,13946,11411,2033,60,9318,6571,673535,522825,134678,94217,40461,16032,-41735,57767,18706,15685,3021,263,2758,36006,33333,20945,2
3,1,7,9,32.3,31.7,24.6,11.4,906540,556824,226084,24915,2101,199068,123632,29562,30666,18836,7648,843,71,6734,4182,706550,477451,111541,77313,34228,117558,34729,82829,17987,15210,2777,621,2156,39281,31391,38418,0
1,1,6,6,40.3,26.7,21.9,11.2,405567,196498,164388,32860,1586,129942,44681,19932,20348,9858,8247,1649,80,6519,2242,185121,126756,33432,23940,9492,24933,7863,17070,6720,4996,1724,462,1262,27548,25371,13526,0
4,1,4,5,23,26.5,29.7,20.8,1569569,940173,365011,51304,11350,302357,264385,48548,32330,19366,7519,1057,234,6228,5446,1169670,901485,229531,161300,68231,38654,7433,31221,28701,23752,4949,210,4739,40754,37954,6588,4
10,1,3,2,15.7,36.6,29.2,18.5,485579,229789,140341,10861,318,129162,115449,15940,30463,14416,8804,681,20,8103,7243,203650,142815,39366,29341,10025,21469,0,21469,5649,3879,1770,0,1770,36051,36817,12129,0
9,1,7,8,24,30.9,30.3,14.9,901440,561417,238735,24916,1629,212190,101288,30787,29280,18236,7754,809,53,6892,3290,568223,410927,94241,60152,34089,63055,-1151,64206,16359,12803,3556,756,2800,34735,32096,22931,0
8,1,9,10,22.6,41.6,21.9,13.9,344965,201331,102704,12143,756,89805,40930,10255,33639,19632,10015,1184,74,8757,3991,165923,78321,23572,18430,5142,64030,38517,25513,4150,2689,1461,480,981,39981,29126,26007,0
2,1,3,2,26.7,33.9,25.3,14.1,1613941,952245,409513,34956,5448,369109,252183,54486,29621,17477,7516,642,100,6774,4628,1198598,858684,215223,150729,64494,124691,3851,120840,29626,23915,5711,654,5057,40458,35906,23896,1
3,1,7,9,31.5,33.7,21.5,13.2,685242,394221,184476,15334,2325,166817,106545,26931,25444,14638,6850,569,86,6194,3956,406260,290944,69012,46922,22090,46304,2150,44154,13108,9677,3431,635,2796,30993,30066,15792,0
7,1,6,6,20.6,41.3,24.1,14,537441,283495,148857,18759,1873,128225,105089,16872,31854,16803,8823,1112,111,7600,6229,278810,189468,47722,36398,11324,41620,14002,27618,6264,4723,1541,252,1289,44510,40116,21426,0
8,1,6,6,20.6,37.1,30.3,11.9,706472,452213,173462,17703,2513,153246,80797,23199,30453,19493,7477,763,108,6606,3483,243724,168353,43436,30571,12865,31935,6636,25299,7717,5332,2385,494,1891,31583,31574,13379,1
4,1,3,2,17,27,29.2,26.8,1668341,1100639,288369,27901,7964,252504,279333,54197,30783,20308,5321,515,147,4659,5154,785425,535646,127921,87925,39996,121858,5723,116135,27042,19081,7961,404,7557,29045,28072,15368,1
7,1,2,2,12.2,31.6,35.6,20.7,4838254,3017742,1031051,110960,20484,899607,789461,139890,34586,21572,7370,793,146,6431,5643,3338171,2438513,650576,464249,186327,249082,-7830,256912,65213,52331,12882,358,12524,51189,46598,20514,5
9,1,7,9,24.9,37.4,25,12.6,708554,422435,189148,26140,1211,161797,96971,20451,34646,20656,9249,1278,59,7911,4742,389361,203472,48991,34086,14905,136898,72212,64686,7966,5688,2278,416,1862,48878,35772,34740,0
10,1,4,3,10.5,18.9,28.8,41.9,1966595,1136487,372291,26142,2184,343965,457817,52654,37349,21584,7071,496,41,6533,8695,1330561,925554,227412,159813,67599,177595,-223,177818,31996,24579,7417,377,7040,41585,37656,25258,6
1,1,8,4,36.8,32.9,22.3,8,733585,436047,202764,17313,1527,183924,94774,30779,23834,14167,6588,562,50,5976,3079,504315,356747,91937,64070,27867,55631,6136,49495,15498,12739,2759,623,2136,32541,28004,23172,1
4,1,2,2,16.1,26.4,26.7,30.8,17181191,11384327,2821785,380371,68164,2373250,2975079,437623,39260,26014,6448,869,156,5423,6798,16385920,12173978,2788281,2050167,738114,1423661,-641,1424302,333872,276192,57680,407,57273,49078,44078,24869,29
4,1,8,7,32.6,38,21.4,8,300210,173558,91909,10155,2857,78897,34743,14449,20777,12012,6361,703,198,5460,2405,98298,65683,19182,14310,4872,13433,3905,9528,3402,2326,1076,346,730,28894,28239,13052,0
7,1,2,2,14.7,40.4,27.5,17.4,4705017,3363254,821048,93996,12755,714297,520715,131843,35687,25510,6227,713,97,5418,3950,1442884,910609,222393,163533,58860,309882,-771,310653,39003,25327,13676,350,13326,36994,35954,23312,2
0,1,4,5,19.6,24.7,23.9,31.8,1190504,731266,241814,33271,6557,201986,217424,44580,26705,16403,5424,746,147,4531,4877,868226,529963,144658,113018,31640,193605,27396,166209,23084,19038,4046,277,3769,37612,27837,44099,0
0,1,1,1,20.7,30,27.8,21.5,15257862,10277876,2867691,539381,53601,2274709,2112295,456554,33420,22512,6281,1181,117,4982,4627,10963758,7628856,1677134,1173556,503578,1657768,486,1657282,255091,212271,42820,45,42775,42980,35939,38744,37
9,1,3,2,13.9,33.9,30.5,21.7,8087496,5313247,1548143,171319,8573,1368251,1226106,196641,41128,27020,7873,871,44,6958,6235,6258510,4318354,1118987,837420,281567,821169,11164,810005,116398,94086,22312,751,21561,53768,45898,37568,5
3,1,2,2,22.8,43.2,22.6,11.4,4093792,3005255,661853,72540,6627,582686,426684,123962,33025,24243,5339,585,53,4701,3442,1186813,817795,197576,146582,50994,171442,-1415,172857,38402,24688,13714,400,13314,30905,33125,12983,2
9,1,9,8,15.9,37.3,32.9,13.9,576852,339099,172684,19679,931,152074,65069,16529,34899,20515,10447,1191,56,9200,3937,262931,157539,41043,29247,11796,64349,42610,21739,6315,4332,1983,377,1606,41636,36366,13536,0
9,1,4,5,17.8,31.1,32.6,18.4,2574837,1465073,728102,68318,2837,656947,381662,68303,37697,21450,10660,1000,42,9618,5588,1860529,1259111,316700,226763,89937,284718,84501,200217,38663,31236,7427,792,6635,48122,40310,30176,1
10,1,8,6,23.4,37,28.2,11.4,258942,114077,99805,17896,545,81364,45060,8510,30428,13405,11728,2103,64,9561,5295,95917,61968,19543,14852,4691,14406,10747,3659,3110,1953,1157,266,891,30841,31730,4107,1
7,1,2,2,20.7,35.2,30.8,13.3,855779,487569,274462,30891,3167,240404,93748,27413,31218,17786,10012,1127,116,8770,3420,372885,226624,57202,39105,18097,89059,23607,65452,11359,8175,3184,512,2672,32827,27722,24496,0
3,1,6,5,27.3,32.1,22.2,18.4,1171009,718152,291771,44880,2758,244133,161086,39244,29839,18300,7435,1144,70,6221,4105,715529,456889,123016,96661,26355,135624,5038,130586,18771,14871,3900,491,3409,38119,30723,38306,0
8,1,6,6,24.6,41.7,21.5,12.2,453551,271812,128020,9665,808,117547,53719,14812,30621,18351,8643,653,55,7936,3627,284045,195971,50858,38938,11920,37216,-712,37928,6652,5254,1398,161,1237,42701,37299,30661,0
7,1,6,6,21.7,38.3,27.9,12.1,583929,327400,190900,26050,2907,161943,65629,23194,25176,14116,8231,1123,125,6982,2830,263359,163613,42707,28770,13937,57039,17323,39716,8030,5718,2312,550,1762,32797,28614,22540,1
6,1,6,6,20.6,37.1,30.3,11.9,655376,414347,166055,17267,4213,144575,74974,22845,28688,18137,7269,756,184,6329,3282,213503,150894,39153,27421,11732,23456,-1868,25324,7406,4993,2413,512,1901,28828,30221,13321,0
0,1,7,8,35.4,34.5,20.6,9.6,537472,302183,163045,34634,4073,124338,72244,19885,27029,15197,8199,1742,205,6253,3633,290234,152525,42953,33842,9111,94756,14066,80690,7685,5846,1839,328,1511,37766,26090,53402,1
9,1,1,1,10.5,25.9,31.1,32.5,13987088,9772767,1863922,137156,9816,1716950,2350399,245511,56971,39806,7592,559,40,6993,9573,7569218,4048356,916643,666180,250463,2604219,5287,2598932,131302,89952,41350,501,40849,57647,45006,63623,57
8,1,2,2,12.2,31.6,35.6,20.7,4838137,3013305,1055211,114480,16138,924593,769621,140260,34494,21484,7523,816,115,6592,5487,3540856,2603485,693219,492434,200785,244152,-2930,247082,66990,53816,13174,351,12823,52856,48378,19269,4
5,1,8,7,23.1,42.8,21.8,12.4,306692,170285,102381,11109,2433,88839,34026,10154,30204,16770,10083,1094,240,8749,3351,122400,82951,25033,19865,5168,14416,468,13948,3880,2774,1106,253,853,31546,29903,16352,1
9,1,4,5,11.8,26.8,25.2,36.2,1650745,980469,333356,42010,2378,288968,336920,47342,34869,20710,7041,887,50,6104,7117,1100057,692464,184029,141856,42173,223564,28223,195341,25411,19115,6296,283,6013,43291,36226,32486,10
9,1,8,7,24.3,35.8,25,15,317180,153949,128527,19166,764,108597,34704,11822,26830,13022,10872,1621,65,9186,2936,102659,61116,16926,12184,4742,24617,14864,9753,3405,2051,1354,285,1069,30149,29798,9123,3
3,1,7,9,31,37.6,21.8,9.6,321975,153299,117402,13052,1301,103049,51274,12857,25043,11923,9131,1015,101,8015,3988,148195,99337,26872,19310,7562,21986,-789,22775,4922,3303,1619,320,1299,30109,30075,17533,1
7,1,6,6,20.6,37.1,30.3,11.9,683978,425810,170181,18066,3205,148910,87987,22906,29860,18589,7430,789,140,6501,3841,231793,162939,41640,28924,12716,27214,-2117,29331,7715,5288,2427,501,1926,30044,30813,15229,0
1,1,7,9,34.5,35.9,20.6,9,507178,304981,148602,14511,1345,132746,53595,21688,23385,14062,6852,669,62,6121,2471,313422,224442,56193,38455,17738,32787,-411,33198,10465,7962,2503,602,1901,29950,28189,17463,0
9,1,6,6,21.7,38.3,27.9,12.1,688806,418038,203476,25838,989,176649,67292,23182,29713,18033,8777,1115,43,7620,2903,342761,173051,46246,32238,14008,123464,88972,34492,8084,5833,2251,538,1713,42400,29668,20135,0
1,1,3,2,21.2,28.4,26.4,24,5545149,3534160,965370,99874,7493,858003,1045619,181383,30571,19485,5322,551,41,4730,5765,4423397,3291893,815874,584024,231850,315630,2852,312778,108650,93227,15423,461,14962,40712,35311,20905,8
6,1,7,9,19,37,30,14,379475,189641,139084,16764,2415,119905,50750,12516,30319,15152,11112,1339,193,9580,4055,166330,106540,27750,19014,8736,32040,7047,24993,5328,3460,1868,317,1551,31218,30792,16114,0
5,1,3,2,15.3,37.1,27.5,20.1,4761857,2742542,1290872,139358,23763,1127751,728443,131772,36137,20813,9796,1058,180,8558,5528,3324355,2304464,613927,465075,148852,405964,33204,372760,75894,63083,12811,753,12058,43803,36531,30914,6
1,1,2,2,18.2,26.2,27.6,27.9,20829534,7862361,1733567,97975,11593,1623999,11233606,312621,66629,25150,5545,313,37,5195,35934,8558763,5961974,1136877,721707,415170,1459912,81165,1378747,190179,147122,43057,205,42852,45004,40524,32175,69
6,1,7,11,29.5,39.3,21.5,9.8,247053,117587,85197,17177,1832,66188,44269,7657,32265,15357,11127,2243,239,8644,5782,125921,65688,19692,15594,4098,40541,31822,8719,2862,2164,698,178,520,43998,30355,16767,0
4,1,8,5,32.8,35.6,22.2,9.4,329924,172795,114520,14024,2715,97781,42609,13171,25049,13119,8695,1065,206,7424,3235,94588,60997,15703,11116,4587,17888,8537,9351,3639,2257,1382,511,871,25993,27026,10736,0
0,1,4,3,15.1,28.9,30.5,25.5,4184826,1781469,358677,34706,2994,320977,2044680,75819,55195,23496,4731,458,39,4233,26968,1976590,1402569,329312,231506,97806,244709,0,244709,53888,40122,13766,0,13766,36680,34958,17776,16
3,1,2,2,14.6,29.2,33.4,22.9,5316075,3352838,868233,65573,12334,790326,1095004,148538,35789,22572,5845,441,83,5321,7372,1796249,1244139,326879,235456,91423,225231,6131,219100,51538,35385,16153,540,15613,34853,35160,14033,19
7,1,8,7,18.5,42.6,23.2,15.6,287524,160265,80745,12163,945,67637,46514,9074,31687,17662,8899,1340,104,7454,5126,159025,113036,29166,21972,7194,16823,4402,12421,4206,2852,1354,217,1137,37809,39634,10924,1
10,1,3,2,14.2,46.6,26.5,12.8,808627,468019,236654,23481,1267,211906,103954,22499,35941,20802,10518,1044,56,9418,4620,284511,164390,47661,36651,11010,72460,32439,40021,8125,5152,2973,349,2624,35017,31908,15252,0
7,1,8,7,24.1,36.8,30.5,8.7,343917,200830,105163,12679,1985,90499,37924,14338,23986,14007,7335,884,138,6312,2645,94703,64901,18999,13992,5007,10803,-1807,12610,3417,2298,1119,341,778,27715,28242,16208,0
2,1,7,9,31,37.6,21.8,9.6,311679,160776,105554,12661,821,92072,45349,13036,23909,12333,8097,971,63,7063,3479,148740,94838,25621,18521,7100,28281,2311,25970,4950,3223,1727,324,1403,30048,29425,18510,0
9,1,7,8,27.8,29.4,28.3,14.5,726753,336576,272822,53323,1958,217541,117355,27398,26526,12285,9958,1946,71,7940,4283,417091,295799,81609,59051,22558,39683,2448,37235,12178,9765,2413,275,2138,34250,30292,17416,0
0,1,3,2,20.7,27.9,28.6,22.8,1966955,1180658,450059,65021,5096,379942,336238,72043,27303,16388,6247,903,71,5274,4667,1735823,1236369,318104,228160,89944,181350,7792,173558,46335,40844,5491,360,5131,37462,30271,33825,6
10,1,7,11,18.5,44.3,24.2,13,832256,447852,259818,34061,1618,224139,124586,24708,33684,18126,10516,1379,65,9072,5042,479377,335302,86596,61962,24634,57479,3973,53506,12146,8957,3189,238,2951,39468,37435,18131,2
6,1,5,8,15.3,30.7,30.4,23.6,1983918,1159599,480844,64312,10826,405706,343475,59591,33292,19459,8069,1079,182,6808,5764,1507199,1111386,275493,185775,89718,120320,-90,120410,34274,28023,6251,363,5888,43975,39660,20450,5
8,1,6,6,18.6,36.7,26.2,18.4,355927,157159,95458,10481,618,84359,103310,11519,30899,13643,8287,910,54,7323,8969,182198,114107,32215,23835,8380,35876,0,35876,5430,3632,1798,0,1798,33554,31417,19953,1
9,1,9,8,20,33,33.9,13.1,279723,141030,105773,12923,857,91993,32920,10248,27295,13762,10321,1261,84,8977,3212,305926,235530,52871,34755,18116,17525,8758,8767,5379,4367,1012,324,688,56874,53934,12743,0
5,1,8,7,19.8,42.3,26.8,11,458988,277491,135452,16249,3034,116169,46045,16503,27812,16815,8208,985,184,7039,2790,205128,102771,27706,19810,7896,74651,51315,23336,5223,3277,1946,604,1342,39274,31361,17389,1
2,1,8,7,34.6,38.6,18,8.8,280375,169338,83664,7890,482,75292,27373,10189,27517,16620,8211,774,47,7390,2687,112031,76433,22491,17822,4669,13107,2843,10264,3999,2897,1102,255,847,28015,26384,12118,0
1,1,3,2,26.9,41.6,21.7,9.8,484118,314006,118367,14015,1120,103232,51745,21039,23011,14925,5626,666,53,4907,2459,162867,102348,33982,27588,6394,26537,2171,24366,5002,3487,1515,189,1326,32560,29351,18376,1
1,1,3,2,20.7,27.9,28.6,22.8,2098878,1260657,445279,49124,4070,392085,392942,73219,28666,17218,6081,671,56,5355,5367,1916904,1360036,337456,238127,99329,219412,6702,212710,48298,42133,6165,345,5820,39689,32280,36548,3
5,1,1,1,17.8,36.3,26.6,19.3,998905,686959,158955,16964,3085,138906,152991,23123,43200,29709,6874,734,133,6007,6616,1287790,915387,235136,176372,58764,137267,10258,127009,19813,16157,3656,118,3538,64997,56656,35899,1
6,1,3,2,15.7,36.6,29.2,18.5,424176,208108,124207,11160,2656,110391,91861,15760,26915,13205,7881,708,169,7005,5829,183964,129389,37914,28585,9329,16661,0,16661,5283,3727,1556,0,1556,34822,34717,10708,1
0,1,2,2,30.7,30.2,27.6,11.6,658232,405439,179946,28962,2274,148710,72847,29134,22593,13916,6176,994,78,5104,2500,326204,219262,63633,47111,16522,43309,13916,29393,11619,8914,2705,584,2121,28075,24597,13858,1
7,1,1,1,15.8,44.5,25.7,14,891282,632077,172872,22952,3184,146736,86333,21638,41191,29211,7989,1061,147,6781,3990,734026,496965,136884,106505,30379,100177,2586,97591,10604,8475,2129,46,2083,69222,58639,46851,0
5,1,9,10,20.9,43.2,23.9,12,299946,126538,129905,29961,3997,95947,43503,11562,25942,10944,11236,2591,346,8298,3763,169806,107275,28780,20911,7869,33751,7659,26092,4405,2896,1509,301,1208,38548,37042,21599,0
2,1,9,10,35,34.7,20.6,9.6,339738,175138,114672,14360,877,99435,49928,14216,23898,12320,8066,1010,62,6995,3512,239120,180565,40089,27955,12134,18466,2837,15629,5635,4375,1260,241,1019,42435,41272,15338,0
5,1,7,8,23.6,40.6,24.4,11.4,676472,417129,183461,28653,4560,150248,75882,20839,32462,20017,8804,1375,219,7210,3641,418567,188883,54525,42853,11672,175159,16544,158615,8365,6257,2108,395,1713,50038,30187,92595,0
8,1,9,8,21.1,34.9,30.8,13.3,573621,345828,169851,17024,1979,150848,57942,16421,34932,21060,10344,1037,121,9186,3529,176105,113568,28311,19757,8554,34226,11198,23028,5084,3464,1620,286,1334,34639,32785,17262,0
4,1,6,6,33.5,33.4,21.6,11.5,669614,332820,236240,31069,5390,199781,100554,26979,24820,12336,8756,1152,200,7405,3727,371772,269088,63832,43680,20152,38852,13293,25559,11618,8733,2885,501,2384,32000,30813,10721,0
9,1,3,2,18.9,42.7,23.9,14.4,485789,254913,161099,24473,1080,135546,69777,15048,32283,16940,10706,1626,72,9008,4637,159232,100388,28249,20799,7450,30595,18543,12052,4861,3006,1855,398,1457,32757,33396,8272,0
8,1,6,5,15,33.1,32.6,19.4,1273874,741846,345781,51654,3010,291117,186247,39112,32570,18967,8841,1321,77,7443,4762,741733,478603,135507,106640,28867,127623,36806,90817,18778,14253,4525,527,3998,39500,33579,22716,0
6,1,9,8,20,33,33.9,13.1,242949,113903,96875,12937,2034,81904,32171,10308,23569,11050,9398,1255,197,7946,3121,111349,79616,21627,15230,6397,10106,884,9222,3508,2620,888,348,540,31741,30388,17078,1
6,1,2,2,22.5,38.8,23.8,15,1147911,728706,265781,41213,5759,218809,153424,33353,34417,21848,7969,1236,173,6560,4600,1096460,825796,206945,156624,50321,63719,7477,56242,17871,14691,3180,134,3046,61354,56211,18464,1
1,1,9,10,35,34.7,20.6,9.6,331906,179676,111817,12436,784,98597,40413,14431,23000,12451,7748,862,54,6832,2800,247406,188548,41172,28710,12462,17686,-86,17772,5661,4519,1142,211,931,43704,41723,19089,0
2,1,5,8,20,21.7,23.4,34.8,1200753,749343,209945,27448,2584,179913,241465,46032,26085,16279,4561,596,56,3908,5246,871567,629129,172543,126691,45852,69895,1431,68464,25992,21887,4105,385,3720,33532,28744,18404,18
3,1,6,6,24,32.3,27.4,16.2,1981833,1043386,326586,25577,5072,295937,611861,53563,37000,19480,6097,478,95,5525,11423,933333,668049,156984,109521,47463,108300,942,107358,29547,20675,8872,666,8206,31588,32312,13083,9
0,1,6,3,25.4,31.2,29.5,13.9,1271560,759716,342830,50858,4373,287599,169014,50990,24937,14899,6723,997,86,5640,3315,453589,277708,75500,55057,20443,100381,2923,97458,17074,10917,6157,766,5391,26566,25438,18078,0
5,1,3,2,9.8,27.8,31.7,30.7,6643563,3814502,1441178,109557,40737,1290884,1387883,183110,36282,20832,7871,598,222,7050,7580,2799688,2000662,487721,332314,155407,311305,-8550,319855,89246,63795,25451,906,24545,31370,31361,13031,11
6,1,7,8,21.2,29,31.7,18.1,680172,352815,223402,28608,4186,190608,103955,21608,31478,16328,10339,1324,194,8821,4811,471683,332426,82612,54975,27637,56645,5400,51245,12885,10428,2457,277,2180,36607,31878,23507,0
0,1,9,10,35,34.7,20.6,9.6,318924,174515,102487,13022,860,88605,41922,14545,21927,11998,7046,895,59,6092,2882,232983,178334,40884,28905,11979,13765,-98,13863,5542,4472,1070,215,855,42040,39878,16214,0
3,1,7,8,34.1,31.5,25.6,8.8,638479,362748,187691,11807,3290,172594,88040,23412,27271,15494,8017,504,141,7372,3760,259219,192395,48208,34040,14168,18616,5283,13333,7990,6323,1667,411,1256,32443,30428,10615,2
